task_id,project_id,project_domain,project_type,task_title,task_description,project_complexity,project_criticality,role_required,team_size_required,assigned_count,estimated_hours,deadline_days,priority,required_experience_years,required_skill_ids,required_skill_levels,critical_skill_ids,required_skill_count,critical_skill_count,task_start_date,task_due_date
TSK002949,PRJ01013,Manufacturing,Data Engineering,Scale lakehouse ingestion layer for Manufacturing quality traceability suite,"This task delivers lakehouse ingestion layer against the existing quality traceability suite. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in data extraction, transformation and loading tools, collect customer feedback on applications and identify customer requirements. Estimated effort is 135 hours per assignee against a 37-day delivery window.",Critical,Medium,Data Engineer,12,13,134.6,37,Medium,9.33,9d0d89be-bffa-4393-b6f6-8d05bea49051|71746a0b-e58d-4dc4-ad03-bd84082eae21|0e0c9c11-b39e-43cf-ba95-2fe646f5de64|9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe|47b9bbcf-356c-4782-83a4-7f5a1b2b51a3|e8b89eb6-51e8-4c3a-babb-88b2e110376b|c7d24594-0c11-4b27-9039-fe0bb903da8e|ab1e97ed-2319-4293-a8b7-072d2648822f|0c0a8629-97b7-412f-ad91-be97d80205af|2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d,5|5|4|2|3|3|4|4|3|4,9d0d89be-bffa-4393-b6f6-8d05bea49051|71746a0b-e58d-4dc4-ad03-bd84082eae21|0e0c9c11-b39e-43cf-ba95-2fe646f5de64|ab1e97ed-2319-4293-a8b7-072d2648822f,10,4,2022-10-23,2022-11-29
TSK002950,PRJ01013,Manufacturing,Data Engineering,Consolidate data quality framework for Manufacturing plant maintenance platform,"Delivery of data quality framework for the plant maintenance platform sits with this task. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in data warehouse, business process modelling and manage standards for data exchange. The window is 72 days, with about 317 hours of effort expected from each assignee.",Critical,Medium,Software Engineer,10,11,316.5,72,Medium,8.59,3ec2e4d6-7000-4905-bf1a-c5b1679416de|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1|fd33c66c-70c4-40e6-b87c-5495bd3bf26e,4|4|3|4,3ec2e4d6-7000-4905-bf1a-c5b1679416de,4,1,2022-11-13,2023-01-24
TSK002951,PRJ01013,Manufacturing,Data Engineering,Instrument feature store pipeline for Manufacturing plant maintenance platform,"This task delivers feature store pipeline against the existing plant maintenance platform. A defect here degrades an internal service, so standard change control applies. The assignee is expected to demonstrate manage data, use databases and cloud technologies. Planned at roughly 402 hours of individual effort, due in 111 days.",Critical,Medium,Data Engineer,7,8,402.1,111,Low,7.57,9ff9db9d-d14b-426e-83f3-e7449af6c79f|4463a721-69f3-413d-8321-43e3af13a4f1|bd14968e-e409-45af-b362-3495ed7b10e0|7b5cce4d-c7fe-4119-b48f-70aa05391787|c5e8abde-d2ba-4e8e-a65e-720b71180666|4d85b881-e490-4b4c-897a-2faa4ef53956|08b04e53-ed25-41a2-9f90-0b9cd939ba3d|58240e34-7364-4078-a530-7a4f51649731|a93011ca-e6ab-4182-8a05-4d4b282cff27,5|2|4|3|4|4|4|4|4,9ff9db9d-d14b-426e-83f3-e7449af6c79f|bd14968e-e409-45af-b362-3495ed7b10e0|4d85b881-e490-4b4c-897a-2faa4ef53956,9,3,2022-11-09,2023-02-28
TSK002952,PRJ01013,Manufacturing,Data Engineering,Migrate data quality framework for Manufacturing MES shop-floor system,"Scope of this task is data quality framework on the MES shop-floor system. Failure would create rework for downstream teams but not customer outage. Core competencies required are digital data processing, data models and create data sets. The window is 90 days, with about 453 hours of effort expected from each assignee.",Critical,Medium,Database Administrator,8,7,453.4,90,Medium,7.37,629685b8-5f9e-4522-8cff-b3e2c4ec625a|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|906323f4-00c4-4c3b-ab5a-8af77be3456e|e5a6e1e0-1b07-4432-83ba-77d593b2cb47|7ee4c2ea-b349-4bd2-81a3-ec31475d4833|7e796b51-49d7-4e73-95af-2e7323763f15|37520413-563e-4d99-a14c-1c6dca3cf833,3|5|3|4|3|3|4,fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|e5a6e1e0-1b07-4432-83ba-77d593b2cb47,7,2,2022-10-16,2023-01-14
TSK002953,PRJ01013,Manufacturing,Data Engineering,Roll out data quality framework for Manufacturing MES shop-floor system,"Scope of this task is data quality framework on the MES shop-floor system. A defect here degrades an internal service, so standard change control applies. The assignee is expected to demonstrate database management systems, query languages and interpret technical texts. Effort is budgeted at 201 hours per person with a 58-day deadline.",Critical,Medium,Solution Architect,6,7,201.1,58,High,8.5,ab1e97ed-2319-4293-a8b7-072d2648822f|9cf681c7-89ec-470c-b651-7fe03786f586|85c11255-469f-41bd-a6d1-382bc4a87783|9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe|a7f0fbe0-c546-4f30-8e41-34a58c64567e|9d0d89be-bffa-4393-b6f6-8d05bea49051|4e6d2538-a48e-48a7-8dad-14b067cfcb8b|c2fddf67-6b53-4cd4-8483-82e97e0f2a81,4|4|4|4|4|3|5|4,ab1e97ed-2319-4293-a8b7-072d2648822f|85c11255-469f-41bd-a6d1-382bc4a87783|4e6d2538-a48e-48a7-8dad-14b067cfcb8b,8,3,2022-10-10,2022-12-07
TSK002954,PRJ01014,Insurance,Monitoring,Modernise capacity monitoring baseline for Insurance policy administration system,"This task delivers capacity monitoring baseline against the existing policy administration system. Downtime on this component breaches operational tolerances. Required capability includes ensure adherence to organisational ICT standards, carry out statistical forecasts and outsourcing strategy. Planned at roughly 127 hours of individual effort, due in 35 days.",Moderate,High,DevOps Engineer,4,5,127.2,35,High,5.63,b8271c8a-cba6-4baa-80f5-6361af3f07e3|be727774-46d7-43d7-aee9-1a51b5cd8c71|6f8baa62-bc2b-4cc1-942b-f540c837cfa2|27ed854c-15b8-4ba2-90e9-ae888a219703|cd5efa8c-e44d-4cbc-91c6-796018dbed68|283cbcd3-7101-4dbb-be37-56f3625515b1|f2eed0ad-6572-461a-b1a6-a4d2b5c2e6b5,3|2|5|3|5|2|3,6f8baa62-bc2b-4cc1-942b-f540c837cfa2|cd5efa8c-e44d-4cbc-91c6-796018dbed68,7,2,2022-12-12,2023-01-16
TSK002955,PRJ01014,Insurance,Monitoring,Automate distributed tracing rollout for Insurance underwriting workbench,"The team is responsible for distributed tracing rollout as part of the underwriting workbench. The change affects a revenue-bearing path and needs senior review before cutover. Core competencies required are perform backups, product usage risks analysis and maintain plan for continuity of operations. The window is 40 days, with about 148 hours of effort expected from each assignee.",Moderate,High,Systems Administrator,7,7,148.4,40,High,5.79,cf3e976d-2c3e-495c-a874-f9e8a66d3b48|4913d0c0-133a-4c46-aac3-f5d4989a982e|909a28ce-d4b6-4567-9b74-d111f1ed9633|3cfa46e9-b7da-44ac-b09e-9596dffe0425|c9f4efcd-e16a-4515-a0cb-60c6c479853d,5|4|5|3|3,cf3e976d-2c3e-495c-a874-f9e8a66d3b48|4913d0c0-133a-4c46-aac3-f5d4989a982e|909a28ce-d4b6-4567-9b74-d111f1ed9633,5,3,2022-11-30,2023-01-09
TSK002956,PRJ01015,FinTech,Digital Transformation,Implement workflow modernisation wave for FinTech lending marketplace,"This workstream covers workflow modernisation wave within the lending marketplace. A defect here degrades an internal service, so standard change control applies. Required capability includes ICT sales methodologies, analyse software specifications and manage changes in ICT system. Planned at roughly 35 hours of individual effort, due in 10 days.",Basic,Medium,Solution Architect,6,5,35.4,10,Low,2.18,628664ec-a63b-4486-8d65-02aba81c82a0|f28617ad-afdd-4041-814c-216153a38998|1e7ed56a-6d6b-422f-962e-38543d150755|9190d87f-9792-42e0-bb7f-64294a656bcd|385479b7-5da5-4367-9763-0d15b41bb65b|7adb8473-bcc6-4ff8-9850-76d945d40092|a846cb9e-c152-41e7-bd34-45e7ff941e3b|b895bd42-0009-4815-a150-eb9eb5caec21|86f0bb12-6491-4be7-8306-c88900e91a63,2|2|3|1|2|2|1|2|2,628664ec-a63b-4486-8d65-02aba81c82a0|f28617ad-afdd-4041-814c-216153a38998|1e7ed56a-6d6b-422f-962e-38543d150755,9,3,2025-03-24,2025-04-03
TSK002957,PRJ01015,FinTech,Digital Transformation,Implement workflow modernisation wave for FinTech open banking gateway,"This workstream covers workflow modernisation wave within the open banking gateway. A defect here degrades an internal service, so standard change control applies. Delivery depends on proven ability in verify formal ICT specifications, ICT sales methodologies and manage standard enterprise resource planning system. The window is 24 days, with about 115 hours of effort expected from each assignee.",Basic,Medium,Project Manager,4,3,115.1,24,Medium,2.93,ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48|628664ec-a63b-4486-8d65-02aba81c82a0|f0393af3-bcd9-41af-a36e-0cfb83b60081|8b0f73ff-d36b-4196-bb83-464c3a6ef07d|2857540c-180b-4208-9127-e94a01871966,1|2|2|1|2,628664ec-a63b-4486-8d65-02aba81c82a0,5,1,2025-02-19,2025-03-15
TSK002958,PRJ01015,FinTech,Digital Transformation,Re-platform process digitisation programme for FinTech embedded finance stack,"This workstream covers process digitisation programme within the embedded finance stack. Failure would create rework for downstream teams but not customer outage. Core competencies required are review development process of an organisation, ICT architectural frameworks and design enterprise architecture. Effort is budgeted at 93 hours per person with a 17-day deadline.",Basic,Medium,Solution Architect,7,8,93.2,17,Low,4.09,cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d|c453cf81-6197-428e-84c6-70c773b63f27|ee3c1d54-f46a-43c7-a0f9-0ba3648164d0|f7e2eb04-3e50-4561-bce1-7e51a1fec308,2|2|2|2,cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d|c453cf81-6197-428e-84c6-70c773b63f27,4,2,2025-03-17,2025-04-03
TSK002959,PRJ01015,FinTech,Digital Transformation,Scale workflow modernisation wave for FinTech embedded finance stack,"Scope of this task is workflow modernisation wave on the embedded finance stack. A defect here degrades an internal service, so standard change control applies. Core competencies required are deal with changing operational demand, implement strategic management and keep up with digital transformation of industrial processes. The window is 20 days, with about 73 hours of effort expected from each assignee.",Basic,Medium,Business Analyst,2,3,73.3,20,Medium,3.29,e1b9df19-98c3-45d3-9f85-371eb385cf88|953445c0-4770-4be0-91cf-270a64c0e297|0458f6a0-cb54-4ff5-a543-b2c5354e17c0|f5308e60-d763-4ead-be95-88c96fb3e02b|1e7ed56a-6d6b-422f-962e-38543d150755|6abb92c9-0553-4d3d-add8-8240494e182d|3c03ee71-4a23-448f-b79e-81fd75d27dca|2fb8480e-de3c-462b-b169-e8bbb344da68|3556c075-eee0-4549-b730-48ae70cb5af9,3|1|2|3|2|3|3|2|2,e1b9df19-98c3-45d3-9f85-371eb385cf88|f5308e60-d763-4ead-be95-88c96fb3e02b|6abb92c9-0553-4d3d-add8-8240494e182d|3c03ee71-4a23-448f-b79e-81fd75d27dca,9,4,2025-02-19,2025-03-11
TSK002960,PRJ01016,Manufacturing,DevOps,Re-platform release automation framework for Manufacturing quality traceability suite,"The team is responsible for release automation framework as part of the quality traceability suite. Failure would create rework for downstream teams but not customer outage. Required capability includes analyse software specifications, use an application-specific interface and information security strategy. Estimated effort is 287 hours per assignee against a 70-day delivery window.",Advanced,Medium,Systems Administrator,10,11,286.8,70,Medium,6.99,f28617ad-afdd-4041-814c-216153a38998|04fe962b-4017-4eb7-9139-7d69b6922bc9|11eebd42-44ab-401d-8a2c-bdb9fc9beb50,2|4|2,f28617ad-afdd-4041-814c-216153a38998|04fe962b-4017-4eb7-9139-7d69b6922bc9,3,2,2024-11-10,2025-01-19
TSK002961,PRJ01016,Manufacturing,DevOps,Roll out infrastructure-as-code migration for Manufacturing supply planning system,"Scope of this task is infrastructure-as-code migration on the supply planning system. A defect here degrades an internal service, so standard change control applies. Required capability includes manage system security, ICT system programming and manage system testing. The window is 67 days, with about 218 hours of effort expected from each assignee.",Advanced,Medium,DevOps Engineer,7,7,217.6,67,Low,6.87,2a3a96a3-709e-4d60-81f6-d247d6933f13|b105ec9b-0857-41d6-8d07-a83e58b73d90|ce354460-500e-4eaa-8e95-8f243fcea3db|ca73ac82-867a-4afa-9732-834aebe896ff|484df271-bb52-49f1-8f50-f19624bf4df2|fc2f1d4f-a46f-471e-a618-cbd4d0496a53|dfff95c6-9758-4c04-a228-7eaa88dec6cd|8efa6a7a-6556-4cb8-908d-59d3b5c58d2f|c475b9cd-148b-4854-b13e-1e1a86231943,2|2|3|3|4|4|3|3|2,ce354460-500e-4eaa-8e95-8f243fcea3db|ca73ac82-867a-4afa-9732-834aebe896ff|484df271-bb52-49f1-8f50-f19624bf4df2|fc2f1d4f-a46f-471e-a618-cbd4d0496a53,9,4,2024-11-10,2025-01-16
TSK002962,PRJ01017,Education,UI/UX,Build onboarding usability overhaul for Education student information system,"Scope of this task is onboarding usability overhaul on the student information system. Business impact is limited, so a standard change window applies. Required capability includes web programming, define technical requirements and draw design sketches. The window is 18 days, with about 98 hours of effort expected from each assignee.",Basic,Low,Business Analyst,6,6,97.5,18,Medium,0.64,69bbd53f-fbb0-4476-b4b2-ef7844464e28|d9e5349e-8791-49c2-8ba4-839fdd1606c2|fc4fcb4b-993f-4f2c-b158-c2171ec18ed8|04f1b938-d4d4-4cb1-a863-982af76b9d93|dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50|7ee872de-db39-4ae3-8e19-75d1a2cdf697,1|3|3|1|1|2|1,d9e5349e-8791-49c2-8ba4-839fdd1606c2|fc4fcb4b-993f-4f2c-b158-c2171ec18ed8,7,2,2023-03-28,2023-04-15
TSK002963,PRJ01017,Education,UI/UX,Migrate design system rollout for Education campus services portal,"Scope of this task is design system rollout on the campus services portal. Business impact is limited, so a standard change window applies. Delivery depends on proven ability in manage online content, task algorithmisation and test system accessibility for users with special needs. Effort is budgeted at 62 hours per person with a 11-day deadline.",Basic,Low,UX Designer,5,6,62.5,11,Medium,0.5,c1f29568-f2bb-49d2-b6c2-28748bd1629b|7482a123-e801-48de-9733-262125671410|be64bb4c-84ac-4c83-8cc7-fc8593e15136|2d6d4784-0992-48e7-b100-22d7229b3f0a|0af062de-eb43-41e9-9b96-249e2cd22d26|123cf7c5-6a3b-419d-be4f-49a6cc020f9f|21d2f96d-35f7-4e3f-9745-c533d2dd6e97|04fe962b-4017-4eb7-9139-7d69b6922bc9,1|1|2|3|2|1|1|1,be64bb4c-84ac-4c83-8cc7-fc8593e15136|2d6d4784-0992-48e7-b100-22d7229b3f0a,8,2,2023-03-26,2023-04-06
TSK002964,PRJ01017,Education,UI/UX,Consolidate design system rollout for Education student information system,"Delivery of design system rollout for the student information system sits with this task. Business impact is limited, so a standard change window applies. Core competencies required are style sheet languages and CSS. The window is 16 days, with about 97 hours of effort expected from each assignee.",Basic,Low,UX Designer,2,2,97.4,16,Low,2.13,c2999f0c-eb37-4cdf-b9b0-82107b628794|e5d1f825-60ed-4bdd-872a-e748c387f777,2|2,c2999f0c-eb37-4cdf-b9b0-82107b628794,2,1,2023-04-05,2023-04-21
TSK002965,PRJ01018,Travel,UI/UX,Re-platform component library migration for Travel loyalty and rewards system,"Delivery of component library migration for the loyalty and rewards system sits with this task. Downtime on this component breaches operational tolerances. Delivery depends on proven ability in define technical requirements, measure software usability and application usability. The window is 26 days, with about 132 hours of effort expected from each assignee.",Moderate,High,UX Designer,10,9,132.3,26,High,6.15,d9e5349e-8791-49c2-8ba4-839fdd1606c2|be0ff6d8-5e61-4021-9c89-e40cf0b75cc6|c4b626c1-e71c-44ec-9f88-042766f37fcc|8fa840f7-e66a-4370-8e6d-7d554260c31c|3f4dab51-572b-4e2c-85ef-3b4c3f7094e1|dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1|ffddfc7c-a9dd-449f-9e96-882dc447c8b6|345486f3-f265-4fc8-8ed0-5e96e768e333|b6b2e665-1085-4f4d-9973-e979721815d7,4|2|5|2|5|5|3|2|3,d9e5349e-8791-49c2-8ba4-839fdd1606c2|c4b626c1-e71c-44ec-9f88-042766f37fcc|3f4dab51-572b-4e2c-85ef-3b4c3f7094e1|dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,9,4,2023-03-26,2023-04-21
TSK002966,PRJ01018,Travel,UI/UX,Build checkout experience redesign for Travel loyalty and rewards system,"The team is responsible for checkout experience redesign as part of the loyalty and rewards system. A failure here is customer-visible, so pre-release verification is mandatory. Delivery depends on proven ability in levels of software testing, resource description framework query language and forecast future ICT network needs. The window is 32 days, with about 151 hours of effort expected from each assignee.",Moderate,High,UI Developer,7,6,150.7,32,Urgent,4.95,85f46538-ae70-498a-bfbc-b8ddafe96c7d|99207709-d076-4cce-ba38-e90d3bb28806|8fa840f7-e66a-4370-8e6d-7d554260c31c,2|4|4,99207709-d076-4cce-ba38-e90d3bb28806|8fa840f7-e66a-4370-8e6d-7d554260c31c,3,2,2023-03-18,2023-04-19
TSK002967,PRJ01018,Travel,UI/UX,Modernise navigation and IA rework for Travel ancillary sales platform,"Delivery of navigation and IA rework for the ancillary sales platform sits with this task. A failure here is customer-visible, so pre-release verification is mandatory. Delivery depends on proven ability in graphics editor software, translate requirements into visual design and task algorithmisation. Estimated effort is 150 hours per assignee against a 40-day delivery window.",Moderate,High,UX Designer,7,8,149.9,40,High,5.59,a71577b2-7550-4222-88ee-dcbd2d881516|2d6d4784-0992-48e7-b100-22d7229b3f0a|7482a123-e801-48de-9733-262125671410|fd33c66c-70c4-40e6-b87c-5495bd3bf26e|a8797f21-1af0-4c5e-98ca-bf1442929363|d9e5349e-8791-49c2-8ba4-839fdd1606c2|de0be6e8-644c-4cc9-9c8d-925dd98dda56|7e5147d1-60b1-4a68-804b-1f5cb0396b91,5|2|2|3|4|3|3|5,a71577b2-7550-4222-88ee-dcbd2d881516|a8797f21-1af0-4c5e-98ca-bf1442929363|7e5147d1-60b1-4a68-804b-1f5cb0396b91,8,3,2023-03-27,2023-05-06
TSK002968,PRJ01018,Travel,UI/UX,Redesign checkout experience redesign for Travel loyalty and rewards system,"The team is responsible for checkout experience redesign as part of the loyalty and rewards system. A failure here is customer-visible, so pre-release verification is mandatory. The assignee is expected to demonstrate interactive media, create prototype of user experience solutions and application usability. Estimated effort is 116 hours per assignee against a 40-day delivery window.",Moderate,High,Business Analyst,9,10,115.5,40,Medium,5.96,123cf7c5-6a3b-419d-be4f-49a6cc020f9f|07dd856d-6141-48a7-a228-918f88494812|c4b626c1-e71c-44ec-9f88-042766f37fcc|fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8|3f4dab51-572b-4e2c-85ef-3b4c3f7094e1|32b02bd1-6bf2-497a-bb16-94aeeafaf44f,3|4|2|5|2|5,07dd856d-6141-48a7-a228-918f88494812|fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8|32b02bd1-6bf2-497a-bb16-94aeeafaf44f,6,3,2023-03-30,2023-05-09
